RecordCategory,RecordSubCategory,StartDate,FinishDate
Feeding,Right Breast,Apr-7-2022 05:30,Apr-7-2022 05:44
Feeding,Right Breast,Apr-7-2022 05:50,Apr-7-2022 06:20
Feeding,Left Breast,Apr-7-2022 07:31,Apr-7-2022 08:06
Feeding,Right Breast,Apr-7-2022 08:06,Apr-7-2022 08:12
Feeding,Right Breast,Apr-7-2022 10:08,Apr-7-2022 10:31
Feeding,Left Breast,Apr-7-2022 10:31,Apr-7-2022 10:47
Feeding,Left Breast,Apr-7-2022 11:41,Apr-7-2022 11:52
Feeding,Right Breast,Apr-7-2022 13:48,Apr-7-2022 14:00
Feeding,Left Breast,Apr-7-2022 14:01,Apr-7-2022 14:26
Feeding,Right Breast,Apr-7-2022 15:00,Apr-7-2022 15:12
Feeding,Left Breast,Apr-7-2022 16:52,Apr-7-2022 17:15
Feeding,Right Breast,Apr-7-2022 19:47,Apr-7-2022 20:02
Feeding,Left Breast,Apr-7-2022 20:04,Apr-7-2022 20:13
Feeding,Right Breast,Apr-7-2022 21:08,Apr-7-2022 21:27
Feeding,Left Breast,Apr-7-2022 21:28,Apr-7-2022 22:01
Feeding,Right Breast,Apr-8-2022 02:06,Apr-8-2022 02:40
Feeding,Left Breast,Apr-8-2022 02:53,Apr-8-2022 03:07
Feeding,Left Breast,Apr-8-2022 05:43,Apr-8-2022 06:00
Feeding,Left Breast,Apr-8-2022 07:08,Apr-8-2022 07:30
Feeding,Right Breast,Apr-8-2022 08:28,Apr-8-2022 08:47
Feeding,Left Breast,Apr-8-2022 08:50,Apr-8-2022 09:04
Feeding,Right Breast,Apr-8-2022 10:49,Apr-8-2022 11:00
Feeding,Left Breast,Apr-8-2022 11:02,Apr-8-2022 11:15
Feeding,Right Breast,Apr-8-2022 13:23,Apr-8-2022 13:38
Feeding,Left Breast,Apr-8-2022 13:41,Apr-8-2022 14:08
Feeding,Right Breast,Apr-8-2022 14:45,Apr-8-2022 14:54
Feeding,Left Breast,Apr-8-2022 16:35,Apr-8-2022 17:07
Feeding,Right Breast,Apr-8-2022 17:11,Apr-8-2022 17:19
Feeding,Right Breast,Apr-8-2022 19:47,Apr-8-2022 19:57
Feeding,Left Breast,Apr-8-2022 19:58,Apr-8-2022 20:20
Feeding,Left Breast,Apr-8-2022 20:57,Apr-8-2022 21:19
Feeding,Right Breast,Apr-8-2022 21:21,Apr-8-2022 21:30
Feeding,Right Breast,Apr-9-2022 02:49,Apr-9-2022 03:21
Feeding,Left Breast,Apr-9-2022 03:23,Apr-9-2022 03:50
Feeding,Right Breast,Apr-9-2022 05:40,Apr-9-2022 05:49
Feeding,Left Breast,Apr-9-2022 08:13,Apr-9-2022 08:34
Feeding,Right Breast,Apr-9-2022 08:36,Apr-9-2022 08:42
Feeding,Right Breast,Apr-9-2022 10:54,Apr-9-2022 11:04
Feeding,Left Breast,Apr-9-2022 11:05,Apr-9-2022 11:13
Feeding,Right Breast,Apr-9-2022 12:29,Apr-9-2022 13:05
Feeding,Left Breast,Apr-9-2022 14:41,Apr-9-2022 15:22
Feeding,Right Breast,Apr-9-2022 17:20,Apr-9-2022 17:59
Feeding,Left Breast,Apr-9-2022 19:55,Apr-9-2022 20:22
Feeding,Right Breast,Apr-9-2022 21:56,Apr-9-2022 22:45
Feeding,Left Breast,Apr-9-2022 22:45,Apr-9-2022 22:54
Feeding,Right Breast,Apr-10-2022 02:42,Apr-10-2022 03:00
Feeding,Right Breast,Apr-10-2022 04:53,Apr-10-2022 05:25
Feeding,Left Breast,Apr-10-2022 07:25,Apr-10-2022 08:05
Feeding,Right Breast,Apr-10-2022 09:14,Apr-10-2022 09:23
Feeding,Right Breast,Apr-10-2022 09:30,Apr-10-2022 09:53
Feeding,Left Breast,Apr-10-2022 12:34,Apr-10-2022 12:51
Feeding,Right Breast,Apr-10-2022 12:51,Apr-10-2022 13:00
Feeding,Right Breast,Apr-10-2022 14:02,Apr-10-2022 14:32
Feeding,Left Breast,Apr-10-2022 17:03,Apr-10-2022 17:19
Feeding,Left Breast,Apr-10-2022 18:53,Apr-10-2022 19:17
Feeding,Left Breast,Apr-10-2022 20:05,Apr-10-2022 20:21
Feeding,Right Breast,Apr-10-2022 20:46,Apr-10-2022 20:58
Feeding,Left Breast,Apr-10-2022 20:58,Apr-10-2022 21:39
Feeding,Left Breast,Apr-10-2022 23:44,Apr-11-2022 00:42
Feeding,Right Breast,Apr-11-2022 04:09,Apr-11-2022 04:47
Feeding,Right Breast,Apr-11-2022 06:01,Apr-11-2022 06:18
Feeding,Left Breast,Apr-11-2022 06:19,Apr-11-2022 06:40
Feeding,Right Breast,Apr-11-2022 08:33,Apr-11-2022 09:01
Feeding,Left Breast,Apr-11-2022 09:02,Apr-11-2022 09:13
Feeding,Left Breast,Apr-11-2022 10:09,Apr-11-2022 10:16
Feeding,Right Breast,Apr-11-2022 12:41,Apr-11-2022 12:47
Feeding,Left Breast,Apr-11-2022 12:48,Apr-11-2022 13:13
Feeding,Bottle,Apr-11-2022 15:20,Apr-11-2022 15:25
Feeding,Right Breast,Apr-11-2022 15:25,Apr-11-2022 15:28
Feeding,Left Breast,Apr-11-2022 15:28,Apr-11-2022 15:44
Feeding,Right Breast,Apr-11-2022 18:00,Apr-11-2022 18:09
Feeding,Right Breast,Apr-11-2022 18:53,Apr-11-2022 19:04
Feeding,Left Breast,Apr-11-2022 19:05,Apr-11-2022 19:20
Feeding,Right Breast,Apr-11-2022 20:29,Apr-11-2022 20:33
Feeding,Left Breast,Apr-11-2022 20:58,Apr-11-2022 21:37
Feeding,Right Breast,Apr-11-2022 21:38,Apr-11-2022 21:52
Feeding,Left Breast,Apr-12-2022 01:24,Apr-12-2022 02:09
Feeding,Right Breast,Apr-12-2022 04:24,Apr-12-2022 04:49
Feeding,Left Breast,Apr-12-2022 05:56,Apr-12-2022 06:10
Feeding,Right Breast,Apr-12-2022 07:39,Apr-12-2022 07:48
Feeding,Left Breast,Apr-12-2022 08:53,Apr-12-2022 09:49
Feeding,Right Breast,Apr-12-2022 12:37,Apr-12-2022 12:52
Feeding,Left Breast,Apr-12-2022 12:52,Apr-12-2022 13:00
Feeding,Right Breast,Apr-12-2022 13:44,Apr-12-2022 14:05
Feeding,Right Breast,Apr-12-2022 15:24,Apr-12-2022 15:55
Feeding,Left Breast,Apr-12-2022 17:49,Apr-12-2022 18:04
Feeding,Right Breast,Apr-12-2022 18:04,Apr-12-2022 18:16
Feeding,Right Breast,Apr-12-2022 19:52,Apr-12-2022 20:25
Feeding,Left Breast,Apr-12-2022 20:45,Apr-12-2022 21:07
Feeding,Right Breast,Apr-12-2022 21:13,Apr-12-2022 21:22
Feeding,Left Breast,Apr-12-2022 21:26,Apr-12-2022 21:52
Feeding,Right Breast,Apr-12-2022 21:53,Apr-12-2022 22:10
Feeding,Right Breast,Apr-13-2022 03:42,Apr-13-2022 04:19
Feeding,Left Breast,Apr-13-2022 05:26,Apr-13-2022 05:50
Feeding,Right Breast,Apr-13-2022 08:58,Apr-13-2022 09:07
Feeding,Left Breast,Apr-13-2022 09:07,Apr-13-2022 09:31
Feeding,Right Breast,Apr-13-2022 09:56,Apr-13-2022 10:02
Feeding,Left Breast,Apr-13-2022 13:02,Apr-13-2022 13:28
Feeding,Right Breast,Apr-13-2022 13:28,Apr-13-2022 13:42
Feeding,Right Breast,Apr-13-2022 14:46,Apr-13-2022 15:12
Feeding,Left Breast,Apr-13-2022 15:18,Apr-13-2022 15:23
Feeding,Left Breast,Apr-13-2022 16:35,Apr-13-2022 17:05
Feeding,Right Breast,Apr-13-2022 17:06,Apr-13-2022 17:22
Feeding,Right Breast,Apr-13-2022 19:14,Apr-13-2022 19:43
Feeding,Left Breast,Apr-13-2022 20:14,Apr-13-2022 20:26
Feeding,Right Breast,Apr-13-2022 20:27,Apr-13-2022 20:33
Feeding,Left Breast,Apr-13-2022 21:02,Apr-13-2022 21:30
Feeding,Right Breast,Apr-13-2022 21:31,Apr-13-2022 22:07
Feeding,Left Breast,Apr-14-2022 00:34,Apr-14-2022 01:17
Feeding,Right Breast,Apr-14-2022 03:29,Apr-14-2022 03:43
Feeding,Right Breast,Apr-14-2022 04:09,Apr-14-2022 04:27
Feeding,Right Breast,Apr-14-2022 06:12,Apr-14-2022 06:30
Feeding,Left Breast,Apr-14-2022 07:25,Apr-14-2022 07:46
Feeding,Right Breast,Apr-14-2022 09:09,Apr-14-2022 09:55
Feeding,Left Breast,Apr-14-2022 10:02,Apr-14-2022 10:07
Feeding,Left Breast,Apr-14-2022 11:57,Apr-14-2022 12:15
Feeding,Right Breast,Apr-14-2022 16:07,Apr-14-2022 16:21
Feeding,Left Breast,Apr-14-2022 16:23,Apr-14-2022 16:40
Feeding,Right Breast,Apr-14-2022 17:19,Apr-14-2022 17:25
Feeding,Left Breast,Apr-14-2022 19:49,Apr-14-2022 19:54
Feeding,Right Breast,Apr-14-2022 19:54,Apr-14-2022 20:02
Feeding,Right Breast,Apr-14-2022 21:04,Apr-14-2022 21:41
Feeding,Left Breast,Apr-14-2022 21:41,Apr-14-2022 22:00
Feeding,Left Breast,Apr-15-2022 04:30,Apr-15-2022 05:00
Feeding,Right Breast,Apr-15-2022 07:16,Apr-15-2022 07:40
Feeding,Left Breast,Apr-15-2022 09:25,Apr-15-2022 09:51
Feeding,Right Breast,Apr-15-2022 09:53,Apr-15-2022 10:00
Feeding,Right Breast,Apr-15-2022 11:45,Apr-15-2022 11:55
Feeding,Right Breast,Apr-15-2022 12:17,Apr-15-2022 12:31
Feeding,Left Breast,Apr-15-2022 14:20,Apr-15-2022 14:38
Feeding,Right Breast,Apr-15-2022 17:00,Apr-15-2022 17:11
Feeding,Left Breast,Apr-15-2022 17:11,Apr-15-2022 17:24
Feeding,Left Breast,Apr-15-2022 19:10,Apr-15-2022 19:19
Feeding,Right Breast,Apr-15-2022 19:20,Apr-15-2022 19:42
Feeding,Right Breast,Apr-15-2022 20:32,Apr-15-2022 20:38
Feeding,Left Breast,Apr-15-2022 21:02,Apr-15-2022 21:22
Feeding,Right Breast,Apr-15-2022 21:22,Apr-15-2022 22:03
Feeding,Left Breast,Apr-15-2022 22:05,Apr-15-2022 22:17
Feeding,Right Breast,Apr-16-2022 01:56,Apr-16-2022 02:09
Feeding,Right Breast,Apr-16-2022 02:23,Apr-16-2022 02:28
Feeding,Left Breast,Apr-16-2022 02:34,Apr-16-2022 02:48
Feeding,Right Breast,Apr-16-2022 04:15,Apr-16-2022 04:26
Feeding,Right Breast,Apr-16-2022 07:28,Apr-16-2022 07:34
Feeding,Left Breast,Apr-16-2022 07:34,Apr-16-2022 07:47
Feeding,Right Breast,Apr-16-2022 09:55,Apr-16-2022 10:10
Feeding,Left Breast,Apr-16-2022 10:23,Apr-16-2022 10:38
Feeding,Left Breast,Apr-16-2022 14:07,Apr-16-2022 14:18
Feeding,Right Breast,Apr-16-2022 14:19,Apr-16-2022 14:27
Feeding,Right Breast,Apr-16-2022 16:31,Apr-16-2022 16:41
Feeding,Left Breast,Apr-16-2022 16:41,Apr-16-2022 17:01
Feeding,Right Breast,Apr-16-2022 18:11,Apr-16-2022 18:22
Feeding,Left Breast,Apr-16-2022 18:22,Apr-16-2022 18:31
Feeding,Left Breast,Apr-16-2022 20:28,Apr-16-2022 20:43
Feeding,Right Breast,Apr-16-2022 20:59,Apr-16-2022 21:27
Feeding,Left Breast,Apr-16-2022 21:29,Apr-16-2022 21:49
Feeding,Right Breast,Apr-17-2022 03:00,Apr-17-2022 03:34
Feeding,Left Breast,Apr-17-2022 05:14,Apr-17-2022 05:54
Feeding,Right Breast,Apr-17-2022 08:41,Apr-17-2022 08:55
Feeding,Left Breast,Apr-17-2022 08:55,Apr-17-2022 09:18
Feeding,Left Breast,Apr-17-2022 12:22,Apr-17-2022 12:50
Feeding,Right Breast,Apr-17-2022 13:03,Apr-17-2022 13:12
Feeding,Right Breast,Apr-17-2022 14:36,Apr-17-2022 14:48
Feeding,Left Breast,Apr-17-2022 14:49,Apr-17-2022 15:23
Feeding,Left Breast,Apr-17-2022 17:48,Apr-17-2022 18:08
Feeding,Right Breast,Apr-17-2022 18:08,Apr-17-2022 18:16
Feeding,Right Breast,Apr-17-2022 19:53,Apr-17-2022 20:37
Feeding,Right Breast,Apr-17-2022 21:00,Apr-17-2022 21:22
Feeding,Left Breast,Apr-17-2022 21:23,Apr-17-2022 22:16
Feeding,Right Breast,Apr-18-2022 02:58,Apr-18-2022 03:30
Feeding,Left Breast,Apr-18-2022 04:54,Apr-18-2022 05:17
Feeding,Left Breast,Apr-18-2022 07:18,Apr-18-2022 07:26
Feeding,Left Breast,Apr-18-2022 09:05,Apr-18-2022 09:31
Feeding,Right Breast,Apr-18-2022 09:32,Apr-18-2022 09:44
Feeding,Right Breast,Apr-18-2022 12:01,Apr-18-2022 12:08
Feeding,Left Breast,Apr-18-2022 12:08,Apr-18-2022 12:16
Feeding,Right Breast,Apr-18-2022 12:29,Apr-18-2022 12:35
Feeding,Right Breast,Apr-18-2022 14:24,Apr-18-2022 14:29
Feeding,Left Breast,Apr-18-2022 14:29,Apr-18-2022 14:49
Feeding,Right Breast,Apr-18-2022 16:46,Apr-18-2022 16:50
Feeding,Left Breast,Apr-18-2022 16:50,Apr-18-2022 17:06
Feeding,Right Breast,Apr-18-2022 18:31,Apr-18-2022 18:41
Feeding,Right Breast,Apr-18-2022 19:39,Apr-18-2022 19:40
Feeding,Left Breast,Apr-18-2022 19:41,Apr-18-2022 19:51
Feeding,Right Breast,Apr-18-2022 20:41,Apr-18-2022 21:19
Feeding,Left Breast,Apr-18-2022 21:19,Apr-18-2022 21:38
Feeding,Right Breast,Apr-19-2022 02:05,Apr-19-2022 02:30
Feeding,Left Breast,Apr-19-2022 04:40,Apr-19-2022 05:02
Feeding,Right Breast,Apr-19-2022 07:55,Apr-19-2022 08:02
Feeding,Left Breast,Apr-19-2022 08:02,Apr-19-2022 08:21
Feeding,Right Breast,Apr-19-2022 08:22,Apr-19-2022 08:26
Feeding,Right Breast,Apr-19-2022 10:40,Apr-19-2022 10:53
Feeding,Left Breast,Apr-19-2022 10:54,Apr-19-2022 11:02
Feeding,Right Breast,Apr-19-2022 12:43,Apr-19-2022 12:53
Feeding,Left Breast,Apr-19-2022 12:53,Apr-19-2022 13:10
Feeding,Right Breast,Apr-19-2022 15:50,Apr-19-2022 16:20
Feeding,Left Breast,Apr-19-2022 16:21,Apr-19-2022 16:35
Feeding,Right Breast,Apr-19-2022 18:39,Apr-19-2022 18:46
Feeding,Left Breast,Apr-19-2022 18:46,Apr-19-2022 18:56
Feeding,Left Breast,Apr-19-2022 19:31,Apr-19-2022 19:43
Feeding,Right Breast,Apr-19-2022 20:10,Apr-19-2022 20:18
Feeding,Right Breast,Apr-19-2022 21:08,Apr-19-2022 21:34
Feeding,Left Breast,Apr-19-2022 21:34,Apr-19-2022 22:06
Feeding,Right Breast,Apr-20-2022 03:45,Apr-20-2022 04:00
Feeding,Right Breast,Apr-20-2022 05:18,Apr-20-2022 05:50
Feeding,Left Breast,Apr-20-2022 05:50,Apr-20-2022 06:06
Feeding,Left Breast,Apr-20-2022 07:04,Apr-20-2022 07:31
Feeding,Right Breast,Apr-20-2022 08:36,Apr-20-2022 09:15
Feeding,Left Breast,Apr-20-2022 09:55,Apr-20-2022 10:08
Feeding,Left Breast,Apr-20-2022 12:55,Apr-20-2022 13:38
Feeding,Right Breast,Apr-20-2022 13:41,Apr-20-2022 13:49
Feeding,Right Breast,Apr-20-2022 15:12,Apr-20-2022 15:45
Feeding,Left Breast,Apr-20-2022 15:45,Apr-20-2022 15:55
Feeding,Left Breast,Apr-20-2022 18:25,Apr-20-2022 18:42
Feeding,Right Breast,Apr-20-2022 18:43,Apr-20-2022 18:50
Feeding,Right Breast,Apr-20-2022 19:36,Apr-20-2022 19:44
Feeding,Left Breast,Apr-20-2022 20:14,Apr-20-2022 20:28
Feeding,Right Breast,Apr-20-2022 20:53,Apr-20-2022 21:29
Feeding,Left Breast,Apr-20-2022 21:30,Apr-20-2022 21:49
Feeding,Left Breast,Apr-21-2022 02:39,Apr-21-2022 03:00
Feeding,Left Breast,Apr-21-2022 05:32,Apr-21-2022 05:54
Feeding,Right Breast,Apr-21-2022 05:54,Apr-21-2022 06:46
Feeding,Left Breast,Apr-21-2022 07:57,Apr-21-2022 08:06
Feeding,Right Breast,Apr-21-2022 08:07,Apr-21-2022 08:47
Feeding,Right Breast,Apr-21-2022 11:08,Apr-21-2022 11:11
Feeding,Left Breast,Apr-21-2022 11:12,Apr-21-2022 11:22
Feeding,Right Breast,Apr-21-2022 12:27,Apr-21-2022 13:09
Feeding,Left Breast,Apr-21-2022 13:09,Apr-21-2022 13:30
Feeding,Right Breast,Apr-21-2022 15:11,Apr-21-2022 15:15
Feeding,Left Breast,Apr-21-2022 15:15,Apr-21-2022 15:23
Feeding,Right Breast,Apr-21-2022 15:24,Apr-21-2022 15:32
Feeding,Right Breast,Apr-21-2022 16:01,Apr-21-2022 16:03
Feeding,Left Breast,Apr-21-2022 16:03,Apr-21-2022 16:07
Feeding,Left Breast,Apr-21-2022 16:50,Apr-21-2022 16:55
Feeding,Right Breast,Apr-21-2022 16:56,Apr-21-2022 17:14
Feeding,Left Breast,Apr-21-2022 17:55,Apr-21-2022 18:03
Feeding,Left Breast,Apr-21-2022 19:42,Apr-21-2022 19:47
Feeding,Left Breast,Apr-21-2022 20:20,Apr-21-2022 20:31
Feeding,Right Breast,Apr-21-2022 20:45,Apr-21-2022 21:19
Feeding,Left Breast,Apr-21-2022 21:20,Apr-21-2022 21:48
Feeding,Right Breast,Apr-22-2022 00:37,Apr-22-2022 01:00
Feeding,Right Breast,Apr-22-2022 03:41,Apr-22-2022 03:54
Feeding,Left Breast,Apr-22-2022 04:28,Apr-22-2022 04:45
Feeding,Left Breast,Apr-22-2022 06:22,Apr-22-2022 06:29
Feeding,Left Breast,Apr-22-2022 06:35,Apr-22-2022 06:42
Feeding,Right Breast,Apr-22-2022 08:14,Apr-22-2022 08:37
Feeding,Left Breast,Apr-22-2022 08:43,Apr-22-2022 09:14
Feeding,Left Breast,Apr-22-2022 11:20,Apr-22-2022 11:28
Feeding,Right Breast,Apr-22-2022 11:29,Apr-22-2022 11:38
Feeding,Right Breast,Apr-22-2022 13:12,Apr-22-2022 13:48
Feeding,Left Breast,Apr-22-2022 13:50,Apr-22-2022 14:00
Feeding,Left Breast,Apr-22-2022 15:42,Apr-22-2022 16:04
Feeding,Right Breast,Apr-22-2022 16:11,Apr-22-2022 16:43
Feeding,Right Breast,Apr-22-2022 18:20,Apr-22-2022 18:56
Feeding,Right Breast,Apr-22-2022 20:05,Apr-22-2022 20:22
Feeding,Left Breast,Apr-22-2022 20:58,Apr-22-2022 21:25
Feeding,Right Breast,Apr-22-2022 21:25,Apr-22-2022 21:57
Feeding,Right Breast,Apr-23-2022 04:01,Apr-23-2022 04:42
Feeding,Left Breast,Apr-23-2022 06:21,Apr-23-2022 06:52
Feeding,Right Breast,Apr-23-2022 07:52,Apr-23-2022 08:00
Feeding,Left Breast,Apr-23-2022 09:19,Apr-23-2022 10:08
Feeding,Right Breast,Apr-23-2022 10:09,Apr-23-2022 10:16
Feeding,Right Breast,Apr-23-2022 12:57,Apr-23-2022 13:20
Feeding,Left Breast,Apr-23-2022 13:21,Apr-23-2022 13:30
Feeding,Left Breast,Apr-23-2022 14:56,Apr-23-2022 15:17
Feeding,Right Breast,Apr-23-2022 16:56,Apr-23-2022 17:16
Feeding,Left Breast,Apr-23-2022 17:16,Apr-23-2022 17:26
Feeding,Left Breast,Apr-23-2022 19:09,Apr-23-2022 19:36
Feeding,Right Breast,Apr-23-2022 20:53,Apr-23-2022 21:19
Feeding,Left Breast,Apr-23-2022 21:19,Apr-23-2022 22:03
Feeding,Left Breast,Apr-24-2022 01:35,Apr-24-2022 01:49
Feeding,Right Breast,Apr-24-2022 04:49,Apr-24-2022 05:04
Feeding,Right Breast,Apr-24-2022 06:32,Apr-24-2022 06:52
Feeding,Left Breast,Apr-24-2022 06:54,Apr-24-2022 07:06
Feeding,Left Breast,Apr-24-2022 08:15,Apr-24-2022 09:09
Feeding,Right Breast,Apr-24-2022 09:09,Apr-24-2022 09:16
Feeding,Right Breast,Apr-24-2022 11:34,Apr-24-2022 11:46
Feeding,Left Breast,Apr-24-2022 11:47,Apr-24-2022 11:55
Feeding,Right Breast,Apr-24-2022 13:49,Apr-24-2022 14:21
Feeding,Left Breast,Apr-24-2022 14:22,Apr-24-2022 14:28
Feeding,Right Breast,Apr-24-2022 17:47,Apr-24-2022 17:54
Feeding,Left Breast,Apr-24-2022 17:54,Apr-24-2022 18:01
Feeding,Right Breast,Apr-24-2022 18:49,Apr-24-2022 19:03
Feeding,Left Breast,Apr-24-2022 20:07,Apr-24-2022 20:37
Feeding,Right Breast,Apr-24-2022 21:06,Apr-24-2022 21:09
Feeding,Left Breast,Apr-24-2022 21:09,Apr-24-2022 21:17
Feeding,Right Breast,Apr-24-2022 21:17,Apr-24-2022 21:19
Feeding,Left Breast,Apr-24-2022 21:21,Apr-24-2022 21:21
Feeding,Bottle,Apr-24-2022 21:42,Apr-24-2022 21:47
Feeding,Right Breast,Apr-24-2022 21:47,Apr-24-2022 22:02
Feeding,Left Breast,Apr-25-2022 03:30,Apr-25-2022 03:50
Feeding,Right Breast,Apr-25-2022 06:57,Apr-25-2022 07:20
Feeding,Left Breast,Apr-25-2022 07:25,Apr-25-2022 07:39
Feeding,Right Breast,Apr-25-2022 08:26,Apr-25-2022 08:38
Feeding,Right Breast,Apr-25-2022 08:41,Apr-25-2022 08:54
Feeding,Left Breast,Apr-25-2022 12:11,Apr-25-2022 12:20
Feeding,Right Breast,Apr-25-2022 12:20,Apr-25-2022 12:28
Feeding,Left Breast,Apr-25-2022 12:46,Apr-25-2022 12:49
Feeding,Right Breast,Apr-25-2022 12:50,Apr-25-2022 12:51
Feeding,Left Breast,Apr-25-2022 14:35,Apr-25-2022 15:00
Feeding,Left Breast,Apr-25-2022 16:41,Apr-25-2022 16:48
Feeding,Right Breast,Apr-25-2022 16:48,Apr-25-2022 17:00
Feeding,Right Breast,Apr-25-2022 17:24,Apr-25-2022 17:25
Feeding,Left Breast,Apr-25-2022 17:26,Apr-25-2022 17:27
Feeding,Right Breast,Apr-25-2022 19:01,Apr-25-2022 19:08
Feeding,Left Breast,Apr-25-2022 19:57,Apr-25-2022 20:03
Feeding,Right Breast,Apr-25-2022 20:03,Apr-25-2022 20:07
Feeding,Left Breast,Apr-25-2022 20:07,Apr-25-2022 20:10
Feeding,Right Breast,Apr-25-2022 20:58,Apr-25-2022 21:36
Feeding,Left Breast,Apr-25-2022 21:37,Apr-25-2022 22:10
Feeding,Right Breast,Apr-26-2022 04:14,Apr-26-2022 04:32
Feeding,Right Breast,Apr-26-2022 04:33,Apr-26-2022 05:05
Feeding,Left Breast,Apr-26-2022 06:56,Apr-26-2022 07:25
Feeding,Right Breast,Apr-26-2022 08:15,Apr-26-2022 08:43
Feeding,Left Breast,Apr-26-2022 08:46,Apr-26-2022 08:51
Feeding,Left Breast,Apr-26-2022 10:02,Apr-26-2022 10:28
Feeding,Right Breast,Apr-26-2022 13:14,Apr-26-2022 13:21
Feeding,Left Breast,Apr-26-2022 13:21,Apr-26-2022 13:28
Feeding,Right Breast,Apr-26-2022 14:44,Apr-26-2022 15:14
Feeding,Left Breast,Apr-26-2022 15:15,Apr-26-2022 15:24
Feeding,Left Breast,Apr-26-2022 17:25,Apr-26-2022 17:32
Feeding,Right Breast,Apr-26-2022 17:32,Apr-26-2022 17:38
Feeding,Left Breast,Apr-26-2022 19:46,Apr-26-2022 19:54
Feeding,Right Breast,Apr-26-2022 19:55,Apr-26-2022 20:01
Feeding,Left Breast,Apr-26-2022 20:55,Apr-26-2022 21:50
Feeding,Right Breast,Apr-26-2022 21:50,Apr-26-2022 22:01
Feeding,Right Breast,Apr-27-2022 01:53,Apr-27-2022 02:10
Feeding,Left Breast,Apr-27-2022 04:48,Apr-27-2022 05:02
Feeding,Left Breast,Apr-27-2022 07:03,Apr-27-2022 07:31
Feeding,Right Breast,Apr-27-2022 08:14,Apr-27-2022 09:01
Feeding,Left Breast,Apr-27-2022 09:02,Apr-27-2022 09:07
Feeding,Left Breast,Apr-27-2022 11:48,Apr-27-2022 11:54
Feeding,Right Breast,Apr-27-2022 11:55,Apr-27-2022 11:59
Feeding,Right Breast,Apr-27-2022 14:13,Apr-27-2022 14:37
Feeding,Left Breast,Apr-27-2022 14:37,Apr-27-2022 14:40
Feeding,Left Breast,Apr-27-2022 16:49,Apr-27-2022 16:58
Feeding,Right Breast,Apr-27-2022 16:58,Apr-27-2022 17:07
Feeding,Left Breast,Apr-27-2022 19:16,Apr-27-2022 19:25
Feeding,Right Breast,Apr-27-2022 19:26,Apr-27-2022 19:32
Feeding,Left Breast,Apr-27-2022 20:34,Apr-27-2022 20:38
Feeding,Right Breast,Apr-27-2022 20:53,Apr-27-2022 21:11
Feeding,Left Breast,Apr-27-2022 21:12,Apr-27-2022 22:02
Feeding,Left Breast,Apr-28-2022 00:01,Apr-28-2022 00:17
Feeding,Left Breast,Apr-28-2022 02:39,Apr-28-2022 02:56
Feeding,Right Breast,Apr-28-2022 05:17,Apr-28-2022 05:48
Feeding,Left Breast,Apr-28-2022 08:24,Apr-28-2022 08:51
Feeding,Right Breast,Apr-28-2022 10:46,Apr-28-2022 10:55
Feeding,Left Breast,Apr-28-2022 10:55,Apr-28-2022 10:59
Feeding,Right Breast,Apr-28-2022 14:16,Apr-28-2022 14:44
Feeding,Left Breast,Apr-28-2022 14:47,Apr-28-2022 14:58
Feeding,Right Breast,Apr-28-2022 17:52,Apr-28-2022 18:00
Feeding,Left Breast,Apr-28-2022 18:00,Apr-28-2022 18:07
Feeding,Left Breast,Apr-28-2022 19:47,Apr-28-2022 20:10
Feeding,Right Breast,Apr-28-2022 20:11,Apr-28-2022 20:15
Feeding,Right Breast,Apr-28-2022 20:57,Apr-28-2022 21:05
Feeding,Left Breast,Apr-28-2022 21:05,Apr-28-2022 21:51
Feeding,Right Breast,Apr-28-2022 21:51,Apr-28-2022 22:01
Feeding,Right Breast,Apr-29-2022 01:50,Apr-29-2022 02:10
Feeding,Right Breast,Apr-29-2022 05:38,Apr-29-2022 05:53
Feeding,Left Breast,Apr-29-2022 05:53,Apr-29-2022 06:05
Feeding,Right Breast,Apr-29-2022 08:27,Apr-29-2022 08:33
Feeding,Left Breast,Apr-29-2022 08:33,Apr-29-2022 09:23
Feeding,Right Breast,Apr-29-2022 12:39,Apr-29-2022 12:45
Feeding,Left Breast,Apr-29-2022 12:45,Apr-29-2022 12:57
Feeding,Right Breast,Apr-29-2022 12:57,Apr-29-2022 13:03
Feeding,Right Breast,Apr-29-2022 14:57,Apr-29-2022 15:00
Feeding,Left Breast,Apr-29-2022 15:01,Apr-29-2022 15:09
Feeding,Right Breast,Apr-29-2022 15:47,Apr-29-2022 15:49
Feeding,Left Breast,Apr-29-2022 15:49,Apr-29-2022 15:54
Feeding,Right Breast,Apr-29-2022 17:26,Apr-29-2022 17:30
Feeding,Left Breast,Apr-29-2022 17:31,Apr-29-2022 17:34
Feeding,Right Breast,Apr-29-2022 19:03,Apr-29-2022 19:06
Feeding,Left Breast,Apr-29-2022 19:06,Apr-29-2022 19:10
Feeding,Right Breast,Apr-29-2022 19:57,Apr-29-2022 20:26
Feeding,Right Breast,Apr-29-2022 20:57,Apr-29-2022 21:02
Feeding,Left Breast,Apr-29-2022 21:02,Apr-29-2022 21:15
Feeding,Left Breast,Apr-29-2022 21:20,Apr-29-2022 21:40
Feeding,Right Breast,Apr-29-2022 21:41,Apr-29-2022 21:54
